microstate ID,canonical isomeric SMILES
SAMPL8-21_micro000,COc1cc(cc(c1O)OC)Cc2c(=N)[nH]c(=N)[nH]c2OC
SAMPL8-21_micro001,COc1cc(cc(c1[O-])OC)Cc2c(=N)[nH+]c([n-]c2OC)[NH-]
SAMPL8-21_micro002,COc1cc(cc(c1[O-])OC)Cc2c(nc([nH+]c2OC)[NH-])[NH-]
SAMPL8-21_micro003,COc1cc(cc(c1O)OC)Cc2c(nc(=[NH2+])[n-]c2OC)[NH-]
SAMPL8-21_micro004,COc1cc(cc(c1[O-])OC)Cc2c(=N)nc([nH]c2OC)[NH-]
SAMPL8-21_micro005,COc1cc(cc(c1[O-])OC)Cc2c(=N)[n-]c(=[NH2+])[n-]c2OC
SAMPL8-21_micro006,COc1cc(cc(c1O)OC)Cc2c(=N)[nH]c(=N)[n-]c2OC
SAMPL8-21_micro007,COc1cc(cc(c1O)OC)Cc2c(=N)[n-]c(=N)[nH]c2OC
SAMPL8-21_micro008,COc1cc(cc(c1O)OC)Cc2c(=N)nc([nH]c2OC)N
SAMPL8-21_micro009,COc1cc(cc(c1O)OC)Cc2c(=[NH2+])nc([n-]c2OC)[NH-]
SAMPL8-21_micro010,COc1cc(cc(c1[O-])OC)Cc2c(=N)[n-]c(nc2OC)[NH-]
SAMPL8-21_micro011,COc1cc(cc(c1O)OC)Cc2c([nH+]c(=N)[n-]c2OC)[NH-]
SAMPL8-21_micro012,COc1cc(cc(c1O)OC)Cc2c(=N)nc([n-]c2OC)[NH-]
SAMPL8-21_micro013,COc1cc(cc(c1[O-])OC)Cc2c(=N)[nH]c(nc2OC)[NH-]
SAMPL8-21_micro014,COc1cc(cc(c1O)OC)Cc2c([n-]c(=N)nc2OC)N
SAMPL8-21_micro015,COc1cc(cc(c1[O-])OC)Cc2c(=[NH2+])nc([n-]c2OC)[NH-]
SAMPL8-21_micro016,COc1cc(cc(c1O)OC)Cc2c(nc(nc2OC)N)[NH-]
SAMPL8-21_micro017,COc1cc(cc(c1[O-])OC)Cc2c(nc(=N)[n-]c2OC)N
SAMPL8-21_micro018,COc1cc(cc(c1[O-])OC)Cc2c(=N)[nH]c(nc2OC)N
SAMPL8-21_micro019,COc1cc(cc(c1O)OC)Cc2c([n-]c(=N)[nH+]c2OC)[NH-]
SAMPL8-21_micro020,COc1cc(cc(c1[O-])OC)Cc2c(nc(=N)[nH]c2OC)N
SAMPL8-21_micro021,COc1cc(cc(c1[O-])OC)Cc2c(=N)[n-]c(nc2OC)N
SAMPL8-21_micro022,COc1cc(cc(c1[O-])OC)Cc2c(nc(nc2OC)N)N
SAMPL8-21_micro023,COc1cc(cc(c1O)OC)Cc2c(=N)[nH]c(nc2OC)N
SAMPL8-21_micro024,COc1cc(cc(c1[O-])OC)Cc2c([nH]c(=N)nc2OC)N
SAMPL8-21_micro025,COc1cc(cc(c1O)OC)Cc2c([nH]c(=N)nc2OC)N
SAMPL8-21_micro026,COc1cc(cc(c1[O-])OC)Cc2c(=N)nc([nH]c2OC)N
SAMPL8-21_micro027,COc1cc(cc(c1[O-])OC)Cc2c(=N)[nH]c(=N)[nH]c2OC
SAMPL8-21_micro028,COc1cc(cc(c1O)OC)Cc2c(nc(nc2OC)N)N
SAMPL8-21_micro029,COc1cc(cc(c1O)OC)Cc2c(nc(=N)[nH]c2OC)N
